,State,Year,Quarter,District,Registered_users,Region
3072,Meghalaya,2021,4,Ribhoi,23562,North-Eastern Region
3073,Meghalaya,2021,4,East Jaintia Hills,17115,North-Eastern Region
3074,Meghalaya,2021,4,West Jaintia Hills,11189,North-Eastern Region
3075,Meghalaya,2021,4,North Garo Hills,8212,North-Eastern Region
3076,Meghalaya,2021,4,South West Garo Hills,8197,North-Eastern Region
3077,Meghalaya,2021,4,East Garo Hills,8015,North-Eastern Region
3078,Meghalaya,2021,4,South Garo Hills,7005,North-Eastern Region
3079,Meghalaya,2021,4,West Khasi Hills,6428,North-Eastern Region
3080,Meghalaya,2022,1,East Khasi Hills,102838,North-Eastern Region
3081,Meghalaya,2022,1,West Garo Hills,55028,North-Eastern Region
3082,Meghalaya,2022,1,Ribhoi,25112,North-Eastern Region
3083,Meghalaya,2022,1,East Jaintia Hills,18301,North-Eastern Region
3084,Meghalaya,2022,1,West Jaintia Hills,11952,North-Eastern Region
3085,Meghalaya,2022,1,North Garo Hills,8795,North-Eastern Region
3086,Meghalaya,2022,1,South West Garo Hills,8758,North-Eastern Region
3087,Meghalaya,2022,1,East Garo Hills,8578,North-Eastern Region
3088,Meghalaya,2022,1,South Garo Hills,7508,North-Eastern Region
3089,Meghalaya,2022,1,West Khasi Hills,6839,North-Eastern Region
3090,Meghalaya,2022,2,East Khasi Hills,108330,North-Eastern Region
3091,Meghalaya,2022,2,West Garo Hills,58178,North-Eastern Region
3092,Meghalaya,2022,2,Ribhoi,26541,North-Eastern Region
3093,Meghalaya,2022,2,East Jaintia Hills,19314,North-Eastern Region
3094,Meghalaya,2022,2,West Jaintia Hills,12593,North-Eastern Region
3095,Meghalaya,2022,2,North Garo Hills,9312,North-Eastern Region
3096,Meghalaya,2022,2,South West Garo Hills,9266,North-Eastern Region
3097,Meghalaya,2022,2,East Garo Hills,9052,North-Eastern Region
3098,Meghalaya,2022,2,South Garo Hills,7922,North-Eastern Region
3099,Meghalaya,2022,2,West Khasi Hills,7196,North-Eastern Region
3100,Meghalaya,2022,3,East Khasi Hills,113816,North-Eastern Region
3101,Meghalaya,2022,3,West Garo Hills,61273,North-Eastern Region
3102,Meghalaya,2022,3,Ribhoi,27844,North-Eastern Region
3103,Meghalaya,2022,3,East Jaintia Hills,20320,North-Eastern Region
3104,Meghalaya,2022,3,West Jaintia Hills,13176,North-Eastern Region
3105,Meghalaya,2022,3,North Garo Hills,9773,North-Eastern Region
3106,Meghalaya,2022,3,South West Garo Hills,9735,North-Eastern Region
3107,Meghalaya,2022,3,East Garo Hills,9484,North-Eastern Region
3108,Meghalaya,2022,3,South Garo Hills,8265,North-Eastern Region
3109,Meghalaya,2022,3,West Khasi Hills,7493,North-Eastern Region
3110,Meghalaya,2022,4,East Khasi Hills,118978,North-Eastern Region
3111,Meghalaya,2022,4,West Garo Hills,63792,North-Eastern Region
3112,Meghalaya,2022,4,Ribhoi,29041,North-Eastern Region
3113,Meghalaya,2022,4,East Jaintia Hills,21201,North-Eastern Region
3114,Meghalaya,2022,4,West Jaintia Hills,13633,North-Eastern Region
3115,Meghalaya,2022,4,North Garo Hills,10145,North-Eastern Region
3116,Meghalaya,2022,4,South West Garo Hills,10062,North-Eastern Region
3117,Meghalaya,2022,4,East Garo Hills,9846,North-Eastern Region
3118,Meghalaya,2022,4,South Garo Hills,8553,North-Eastern Region
3119,Meghalaya,2022,4,West Khasi Hills,7705,North-Eastern Region
3120,Mizoram,2018,1,Aizawl,4550,North-Eastern Region
3121,Mizoram,2018,1,Lunglei,879,North-Eastern Region
3122,Mizoram,2018,1,Kolasib,486,North-Eastern Region
3123,Mizoram,2018,1,Lawngtlai,474,North-Eastern Region
3124,Mizoram,2018,1,Champhai,358,North-Eastern Region
3125,Mizoram,2018,1,Mamit,316,North-Eastern Region
3126,Mizoram,2018,1,Serchhip,299,North-Eastern Region
3127,Mizoram,2018,1,Saiha,231,North-Eastern Region
3128,Mizoram,2018,2,Aizawl,6211,North-Eastern Region
3129,Mizoram,2018,2,Lunglei,1241,North-Eastern Region
3130,Mizoram,2018,2,Kolasib,692,North-Eastern Region
3131,Mizoram,2018,2,Lawngtlai,607,North-Eastern Region
3132,Mizoram,2018,2,Champhai,501,North-Eastern Region
3133,Mizoram,2018,2,Serchhip,440,North-Eastern Region
3134,Mizoram,2018,2,Mamit,435,North-Eastern Region
3135,Mizoram,2018,2,Saiha,295,North-Eastern Region
3136,Mizoram,2018,3,Aizawl,8460,North-Eastern Region
3137,Mizoram,2018,3,Lunglei,1751,North-Eastern Region
3138,Mizoram,2018,3,Kolasib,1012,North-Eastern Region
3139,Mizoram,2018,3,Lawngtlai,922,North-Eastern Region
3140,Mizoram,2018,3,Champhai,729,North-Eastern Region
3141,Mizoram,2018,3,Serchhip,633,North-Eastern Region
3142,Mizoram,2018,3,Mamit,599,North-Eastern Region
3143,Mizoram,2018,3,Saiha,396,North-Eastern Region
3144,Mizoram,2018,4,Aizawl,11131,North-Eastern Region
3145,Mizoram,2018,4,Lunglei,2391,North-Eastern Region
3146,Mizoram,2018,4,Kolasib,1393,North-Eastern Region
3147,Mizoram,2018,4,Lawngtlai,1254,North-Eastern Region
3148,Mizoram,2018,4,Champhai,1001,North-Eastern Region
3149,Mizoram,2018,4,Serchhip,857,North-Eastern Region
3150,Mizoram,2018,4,Mamit,835,North-Eastern Region
3151,Mizoram,2018,4,Saiha,503,North-Eastern Region
3152,Mizoram,2019,1,Aizawl,13422,North-Eastern Region
3153,Mizoram,2019,1,Lunglei,2910,North-Eastern Region
3154,Mizoram,2019,1,Kolasib,1730,North-Eastern Region
3155,Mizoram,2019,1,Lawngtlai,1648,North-Eastern Region
3156,Mizoram,2019,1,Champhai,1179,North-Eastern Region
3157,Mizoram,2019,1,Mamit,1096,North-Eastern Region
3158,Mizoram,2019,1,Serchhip,1047,North-Eastern Region
3159,Mizoram,2019,1,Saiha,638,North-Eastern Region
3160,Mizoram,2019,2,Aizawl,15934,North-Eastern Region
3161,Mizoram,2019,2,Lunglei,3575,North-Eastern Region
3162,Mizoram,2019,2,Lawngtlai,2133,North-Eastern Region
3163,Mizoram,2019,2,Kolasib,2120,North-Eastern Region
3164,Mizoram,2019,2,Champhai,1429,North-Eastern Region
3165,Mizoram,2019,2,Mamit,1428,North-Eastern Region
3166,Mizoram,2019,2,Serchhip,1295,North-Eastern Region
3167,Mizoram,2019,2,Saiha,782,North-Eastern Region
3168,Mizoram,2019,3,Aizawl,18992,North-Eastern Region
3169,Mizoram,2019,3,Lunglei,4197,North-Eastern Region
3170,Mizoram,2019,3,Lawngtlai,2647,North-Eastern Region
3171,Mizoram,2019,3,Kolasib,2497,North-Eastern Region
3172,Mizoram,2019,3,Champhai,1733,North-Eastern Region
3173,Mizoram,2019,3,Mamit,1655,North-Eastern Region
3174,Mizoram,2019,3,Serchhip,1512,North-Eastern Region
3175,Mizoram,2019,3,Saiha,901,North-Eastern Region
3176,Mizoram,2019,4,Aizawl,21865,North-Eastern Region
3177,Mizoram,2019,4,Lunglei,4926,North-Eastern Region
3178,Mizoram,2019,4,Lawngtlai,3255,North-Eastern Region
3179,Mizoram,2019,4,Kolasib,2929,North-Eastern Region
3180,Mizoram,2019,4,Champhai,2067,North-Eastern Region
3181,Mizoram,2019,4,Mamit,1996,North-Eastern Region
3182,Mizoram,2019,4,Serchhip,1735,North-Eastern Region
3183,Mizoram,2019,4,Saiha,1036,North-Eastern Region
3184,Mizoram,2020,1,Aizawl,25253,North-Eastern Region
3185,Mizoram,2020,1,Lunglei,5778,North-Eastern Region
3186,Mizoram,2020,1,Lawngtlai,3996,North-Eastern Region
3187,Mizoram,2020,1,Kolasib,3360,North-Eastern Region
3188,Mizoram,2020,1,Champhai,2448,North-Eastern Region
3189,Mizoram,2020,1,Mamit,2379,North-Eastern Region
3190,Mizoram,2020,1,Serchhip,1992,North-Eastern Region
3191,Mizoram,2020,1,Saiha,1293,North-Eastern Region
3192,Mizoram,2020,2,Aizawl,29637,North-Eastern Region
3193,Mizoram,2020,2,Lunglei,7006,North-Eastern Region
3194,Mizoram,2020,2,Lawngtlai,4977,North-Eastern Region
3195,Mizoram,2020,2,Kolasib,4022,North-Eastern Region
3196,Mizoram,2020,2,Champhai,3052,North-Eastern Region
3197,Mizoram,2020,2,Mamit,2911,North-Eastern Region
3198,Mizoram,2020,2,Serchhip,2379,North-Eastern Region
3199,Mizoram,2020,2,Saiha,1590,North-Eastern Region
3200,Mizoram,2020,3,Aizawl,36225,North-Eastern Region
3201,Mizoram,2020,3,Lunglei,8442,North-Eastern Region
3202,Mizoram,2020,3,Lawngtlai,6412,North-Eastern Region
3203,Mizoram,2020,3,Kolasib,4923,North-Eastern Region
3204,Mizoram,2020,3,Champhai,3883,North-Eastern Region
3205,Mizoram,2020,3,Mamit,3597,North-Eastern Region
3206,Mizoram,2020,3,Serchhip,2871,North-Eastern Region
3207,Mizoram,2020,3,Saiha,1962,North-Eastern Region
3208,Mizoram,2020,4,Aizawl,41500,North-Eastern Region
3209,Mizoram,2020,4,Lunglei,9794,North-Eastern Region
3210,Mizoram,2020,4,Lawngtlai,7618,North-Eastern Region
3211,Mizoram,2020,4,Kolasib,5599,North-Eastern Region
3212,Mizoram,2020,4,Champhai,4550,North-Eastern Region
3213,Mizoram,2020,4,Mamit,4083,North-Eastern Region
3214,Mizoram,2020,4,Serchhip,3313,North-Eastern Region
3215,Mizoram,2020,4,Saiha,2274,North-Eastern Region
3216,Mizoram,2021,1,Aizawl,45103,North-Eastern Region
3217,Mizoram,2021,1,Lunglei,10638,North-Eastern Region
3218,Mizoram,2021,1,Lawngtlai,8386,North-Eastern Region
3219,Mizoram,2021,1,Kolasib,6120,North-Eastern Region
3220,Mizoram,2021,1,Champhai,4968,North-Eastern Region
3221,Mizoram,2021,1,Mamit,4467,North-Eastern Region
3222,Mizoram,2021,1,Serchhip,3582,North-Eastern Region
3223,Mizoram,2021,1,Saiha,2486,North-Eastern Region
3224,Mizoram,2021,2,Aizawl,48525,North-Eastern Region
3225,Mizoram,2021,2,Lunglei,11491,North-Eastern Region
3226,Mizoram,2021,2,Lawngtlai,9096,North-Eastern Region
3227,Mizoram,2021,2,Kolasib,6624,North-Eastern Region
3228,Mizoram,2021,2,Champhai,5366,North-Eastern Region
3229,Mizoram,2021,2,Mamit,4882,North-Eastern Region
3230,Mizoram,2021,2,Serchhip,3884,North-Eastern Region
3231,Mizoram,2021,2,Saiha,2684,North-Eastern Region
3232,Mizoram,2021,3,Aizawl,52313,North-Eastern Region
3233,Mizoram,2021,3,Lunglei,12614,North-Eastern Region
3234,Mizoram,2021,3,Lawngtlai,9954,North-Eastern Region
3235,Mizoram,2021,3,Kolasib,7229,North-Eastern Region
3236,Mizoram,2021,3,Champhai,5935,North-Eastern Region
3237,Mizoram,2021,3,Mamit,5392,North-Eastern Region
3238,Mizoram,2021,3,Serchhip,4255,North-Eastern Region
3239,Mizoram,2021,3,Saiha,2955,North-Eastern Region
3240,Mizoram,2021,4,Aizawl,56005,North-Eastern Region
3241,Mizoram,2021,4,Lunglei,13668,North-Eastern Region
3242,Mizoram,2021,4,Lawngtlai,10738,North-Eastern Region
3243,Mizoram,2021,4,Kolasib,7850,North-Eastern Region
3244,Mizoram,2021,4,Champhai,6447,North-Eastern Region
3245,Mizoram,2021,4,Mamit,5887,North-Eastern Region
3246,Mizoram,2021,4,Serchhip,4614,North-Eastern Region
3247,Mizoram,2021,4,Saiha,3196,North-Eastern Region
3248,Mizoram,2022,1,Aizawl,59433,North-Eastern Region
3249,Mizoram,2022,1,Lunglei,14538,North-Eastern Region
3250,Mizoram,2022,1,Lawngtlai,11459,North-Eastern Region
3251,Mizoram,2022,1,Kolasib,8375,North-Eastern Region
3252,Mizoram,2022,1,Champhai,6875,North-Eastern Region
3253,Mizoram,2022,1,Mamit,6299,North-Eastern Region
3254,Mizoram,2022,1,Serchhip,4906,North-Eastern Region
3255,Mizoram,2022,1,Saiha,3410,North-Eastern Region
3256,Mizoram,2022,2,Aizawl,62605,North-Eastern Region
3257,Mizoram,2022,2,Lunglei,15302,North-Eastern Region
3258,Mizoram,2022,2,Lawngtlai,12114,North-Eastern Region
3259,Mizoram,2022,2,Kolasib,8872,North-Eastern Region
3260,Mizoram,2022,2,Champhai,7233,North-Eastern Region
3261,Mizoram,2022,2,Mamit,6641,North-Eastern Region
3262,Mizoram,2022,2,Serchhip,5170,North-Eastern Region
3263,Mizoram,2022,2,Saiha,3598,North-Eastern Region
3264,Mizoram,2022,3,Aizawl,65940,North-Eastern Region
3265,Mizoram,2022,3,Lunglei,16062,North-Eastern Region
3266,Mizoram,2022,3,Lawngtlai,12771,North-Eastern Region
3267,Mizoram,2022,3,Kolasib,9300,North-Eastern Region
3268,Mizoram,2022,3,Champhai,7576,North-Eastern Region
3269,Mizoram,2022,3,Mamit,6931,North-Eastern Region
3270,Mizoram,2022,3,Serchhip,5390,North-Eastern Region
3271,Mizoram,2022,3,Saiha,3765,North-Eastern Region
3272,Mizoram,2022,4,Aizawl,68925,North-Eastern Region
3273,Mizoram,2022,4,Lunglei,16676,North-Eastern Region
3274,Mizoram,2022,4,Lawngtlai,13303,North-Eastern Region
3275,Mizoram,2022,4,Kolasib,9602,North-Eastern Region
3276,Mizoram,2022,4,Champhai,7814,North-Eastern Region
3277,Mizoram,2022,4,Mamit,7086,North-Eastern Region
3278,Mizoram,2022,4,Serchhip,5551,North-Eastern Region
3279,Mizoram,2022,4,Saiha,3913,North-Eastern Region
3280,Nagaland,2018,1,Dimapur,8249,North-Eastern Region
3281,Nagaland,2018,1,Kohima,3036,North-Eastern Region
3282,Nagaland,2018,1,Mokokchung,1043,North-Eastern Region
3283,Nagaland,2018,1,Mon,525,North-Eastern Region
3284,Nagaland,2018,1,Phek,487,North-Eastern Region
3285,Nagaland,2018,1,Wokha,465,North-Eastern Region
3286,Nagaland,2018,1,Zunheboto,385,North-Eastern Region
3287,Nagaland,2018,1,Tuensang,377,North-Eastern Region
3288,Nagaland,2018,1,Peren,218,North-Eastern Region
3289,Nagaland,2018,1,Kiphire,168,North-Eastern Region
3290,Nagaland,2018,2,Dimapur,12093,North-Eastern Region
3291,Nagaland,2018,2,Kohima,4395,North-Eastern Region
3292,Nagaland,2018,2,Mokokchung,1616,North-Eastern Region
3293,Nagaland,2018,2,Mon,892,North-Eastern Region
3294,Nagaland,2018,2,Phek,736,North-Eastern Region
3295,Nagaland,2018,2,Wokha,703,North-Eastern Region
3296,Nagaland,2018,2,Tuensang,594,North-Eastern Region
3297,Nagaland,2018,2,Zunheboto,593,North-Eastern Region
3298,Nagaland,2018,2,Peren,358,North-Eastern Region
3299,Nagaland,2018,2,Kiphire,258,North-Eastern Region
3300,Nagaland,2018,3,Dimapur,17039,North-Eastern Region
3301,Nagaland,2018,3,Kohima,6298,North-Eastern Region
3302,Nagaland,2018,3,Mokokchung,2313,North-Eastern Region
3303,Nagaland,2018,3,Mon,1287,North-Eastern Region
3304,Nagaland,2018,3,Phek,1083,North-Eastern Region
3305,Nagaland,2018,3,Wokha,1017,North-Eastern Region
3306,Nagaland,2018,3,Tuensang,934,North-Eastern Region
3307,Nagaland,2018,3,Zunheboto,821,North-Eastern Region
3308,Nagaland,2018,3,Peren,526,North-Eastern Region
3309,Nagaland,2018,3,Kiphire,465,North-Eastern Region
3310,Nagaland,2018,4,Dimapur,22603,North-Eastern Region
3311,Nagaland,2018,4,Kohima,8583,North-Eastern Region
3312,Nagaland,2018,4,Mokokchung,2986,North-Eastern Region
3313,Nagaland,2018,4,Mon,1884,North-Eastern Region
3314,Nagaland,2018,4,Phek,1419,North-Eastern Region
3315,Nagaland,2018,4,Wokha,1391,North-Eastern Region
3316,Nagaland,2018,4,Tuensang,1261,North-Eastern Region
3317,Nagaland,2018,4,Zunheboto,1099,North-Eastern Region
3318,Nagaland,2018,4,Peren,710,North-Eastern Region
3319,Nagaland,2018,4,Kiphire,661,North-Eastern Region
3320,Nagaland,2019,1,Dimapur,28091,North-Eastern Region
3321,Nagaland,2019,1,Kohima,10747,North-Eastern Region
3322,Nagaland,2019,1,Mokokchung,3721,North-Eastern Region
3323,Nagaland,2019,1,Mon,2458,North-Eastern Region
3324,Nagaland,2019,1,Wokha,1830,North-Eastern Region
3325,Nagaland,2019,1,Phek,1727,North-Eastern Region
3326,Nagaland,2019,1,Tuensang,1678,North-Eastern Region
3327,Nagaland,2019,1,Zunheboto,1374,North-Eastern Region
3328,Nagaland,2019,1,Peren,884,North-Eastern Region
3329,Nagaland,2019,1,Kiphire,862,North-Eastern Region
3330,Nagaland,2019,2,Dimapur,34567,North-Eastern Region
3331,Nagaland,2019,2,Kohima,13108,North-Eastern Region
3332,Nagaland,2019,2,Mokokchung,4655,North-Eastern Region
3333,Nagaland,2019,2,Mon,3210,North-Eastern Region
3334,Nagaland,2019,2,Wokha,2411,North-Eastern Region
3335,Nagaland,2019,2,Tuensang,2152,North-Eastern Region
3336,Nagaland,2019,2,Phek,2143,North-Eastern Region
3337,Nagaland,2019,2,Zunheboto,1680,North-Eastern Region
3338,Nagaland,2019,2,Peren,1148,North-Eastern Region
3339,Nagaland,2019,2,Kiphire,1084,North-Eastern Region
3340,Nagaland,2019,3,Dimapur,41036,North-Eastern Region
3341,Nagaland,2019,3,Kohima,15677,North-Eastern Region
3342,Nagaland,2019,3,Mokokchung,5593,North-Eastern Region
3343,Nagaland,2019,3,Mon,3976,North-Eastern Region
3344,Nagaland,2019,3,Wokha,2961,North-Eastern Region
3345,Nagaland,2019,3,Phek,2642,North-Eastern Region
3346,Nagaland,2019,3,Tuensang,2599,North-Eastern Region
3347,Nagaland,2019,3,Zunheboto,2058,North-Eastern Region
3348,Nagaland,2019,3,Peren,1377,North-Eastern Region
3349,Nagaland,2019,3,Kiphire,1251,North-Eastern Region
3350,Nagaland,2019,4,Dimapur,47000,North-Eastern Region
3351,Nagaland,2019,4,Kohima,18232,North-Eastern Region
3352,Nagaland,2019,4,Mokokchung,6606,North-Eastern Region
3353,Nagaland,2019,4,Mon,4863,North-Eastern Region
3354,Nagaland,2019,4,Wokha,3540,North-Eastern Region
3355,Nagaland,2019,4,Phek,3109,North-Eastern Region
3356,Nagaland,2019,4,Tuensang,3081,North-Eastern Region
3357,Nagaland,2019,4,Zunheboto,2475,North-Eastern Region
3358,Nagaland,2019,4,Peren,1623,North-Eastern Region
3359,Nagaland,2019,4,Kiphire,1460,North-Eastern Region
3360,Nagaland,2020,1,Dimapur,53696,North-Eastern Region
3361,Nagaland,2020,1,Kohima,20644,North-Eastern Region
3362,Nagaland,2020,1,Mokokchung,7626,North-Eastern Region
3363,Nagaland,2020,1,Mon,5747,North-Eastern Region
3364,Nagaland,2020,1,Wokha,4118,North-Eastern Region
3365,Nagaland,2020,1,Phek,3637,North-Eastern Region
3366,Nagaland,2020,1,Tuensang,3634,North-Eastern Region
3367,Nagaland,2020,1,Zunheboto,2898,North-Eastern Region
3368,Nagaland,2020,1,Peren,1899,North-Eastern Region
3369,Nagaland,2020,1,Kiphire,1814,North-Eastern Region
3370,Nagaland,2020,2,Dimapur,63398,North-Eastern Region
3371,Nagaland,2020,2,Kohima,24236,North-Eastern Region
3372,Nagaland,2020,2,Mokokchung,9559,North-Eastern Region
3373,Nagaland,2020,2,Mon,7917,North-Eastern Region
3374,Nagaland,2020,2,Wokha,5296,North-Eastern Region
3375,Nagaland,2020,2,Tuensang,4779,North-Eastern Region
3376,Nagaland,2020,2,Phek,4535,North-Eastern Region
3377,Nagaland,2020,2,Zunheboto,3647,North-Eastern Region
3378,Nagaland,2020,2,Peren,2534,North-Eastern Region
3379,Nagaland,2020,2,Kiphire,2423,North-Eastern Region
3380,Nagaland,2020,3,Dimapur,79061,North-Eastern Region
3381,Nagaland,2020,3,Kohima,31483,North-Eastern Region
3382,Nagaland,2020,3,Mon,13591,North-Eastern Region
3383,Nagaland,2020,3,Mokokchung,13155,North-Eastern Region
3384,Nagaland,2020,3,Wokha,7980,North-Eastern Region
3385,Nagaland,2020,3,Tuensang,7220,North-Eastern Region
3386,Nagaland,2020,3,Phek,6151,North-Eastern Region
3387,Nagaland,2020,3,Zunheboto,4942,North-Eastern Region
3388,Nagaland,2020,3,Peren,3486,North-Eastern Region
3389,Nagaland,2020,3,Kiphire,3306,North-Eastern Region
3390,Nagaland,2020,4,Dimapur,87807,North-Eastern Region
3391,Nagaland,2020,4,Kohima,34872,North-Eastern Region
3392,Nagaland,2020,4,Mon,14932,North-Eastern Region
3393,Nagaland,2020,4,Mokokchung,14511,North-Eastern Region
3394,Nagaland,2020,4,Wokha,8821,North-Eastern Region
3395,Nagaland,2020,4,Tuensang,8177,North-Eastern Region
3396,Nagaland,2020,4,Phek,6888,North-Eastern Region
3397,Nagaland,2020,4,Zunheboto,5541,North-Eastern Region
3398,Nagaland,2020,4,Peren,3919,North-Eastern Region
3399,Nagaland,2020,4,Kiphire,3629,North-Eastern Region
3400,Nagaland,2021,1,Dimapur,94968,North-Eastern Region
3401,Nagaland,2021,1,Kohima,37488,North-Eastern Region
3402,Nagaland,2021,1,Mon,16154,North-Eastern Region
3403,Nagaland,2021,1,Mokokchung,15634,North-Eastern Region
3404,Nagaland,2021,1,Wokha,9531,North-Eastern Region
3405,Nagaland,2021,1,Tuensang,8866,North-Eastern Region
3406,Nagaland,2021,1,Phek,7536,North-Eastern Region
3407,Nagaland,2021,1,Zunheboto,6013,North-Eastern Region
3408,Nagaland,2021,1,Peren,4286,North-Eastern Region
3409,Nagaland,2021,1,Kiphire,3904,North-Eastern Region
3410,Nagaland,2021,2,Dimapur,101835,North-Eastern Region
3411,Nagaland,2021,2,Kohima,40277,North-Eastern Region
3412,Nagaland,2021,2,Mon,17389,North-Eastern Region
3413,Nagaland,2021,2,Mokokchung,16857,North-Eastern Region
3414,Nagaland,2021,2,Wokha,10232,North-Eastern Region
3415,Nagaland,2021,2,Tuensang,9565,North-Eastern Region
3416,Nagaland,2021,2,Phek,8134,North-Eastern Region
3417,Nagaland,2021,2,Zunheboto,6487,North-Eastern Region
3418,Nagaland,2021,2,Peren,4641,North-Eastern Region
3419,Nagaland,2021,2,Kiphire,4224,North-Eastern Region
3420,Nagaland,2021,3,Dimapur,109644,North-Eastern Region
3421,Nagaland,2021,3,Kohima,43467,North-Eastern Region
3422,Nagaland,2021,3,Mon,18911,North-Eastern Region
3423,Nagaland,2021,3,Mokokchung,18340,North-Eastern Region
3424,Nagaland,2021,3,Wokha,11126,North-Eastern Region
3425,Nagaland,2021,3,Tuensang,10433,North-Eastern Region
3426,Nagaland,2021,3,Phek,8933,North-Eastern Region
3427,Nagaland,2021,3,Zunheboto,7147,North-Eastern Region
3428,Nagaland,2021,3,Peren,5089,North-Eastern Region
3429,Nagaland,2021,3,Kiphire,4626,North-Eastern Region
3430,Nagaland,2021,4,Dimapur,117388,North-Eastern Region
3431,Nagaland,2021,4,Kohima,46621,North-Eastern Region
3432,Nagaland,2021,4,Mon,20409,North-Eastern Region
3433,Nagaland,2021,4,Mokokchung,19747,North-Eastern Region
3434,Nagaland,2021,4,Wokha,11994,North-Eastern Region
3435,Nagaland,2021,4,Tuensang,11300,North-Eastern Region
3436,Nagaland,2021,4,Phek,9753,North-Eastern Region
3437,Nagaland,2021,4,Zunheboto,7765,North-Eastern Region
3438,Nagaland,2021,4,Peren,5509,North-Eastern Region
3439,Nagaland,2021,4,Kiphire,5047,North-Eastern Region
3440,Nagaland,2022,1,Dimapur,124644,North-Eastern Region
3441,Nagaland,2022,1,Kohima,49523,North-Eastern Region
3442,Nagaland,2022,1,Mon,21773,North-Eastern Region
3443,Nagaland,2022,1,Mokokchung,21029,North-Eastern Region
3444,Nagaland,2022,1,Wokha,12743,North-Eastern Region
3445,Nagaland,2022,1,Tuensang,12057,North-Eastern Region
3446,Nagaland,2022,1,Phek,10413,North-Eastern Region
3447,Nagaland,2022,1,Zunheboto,8280,North-Eastern Region
3448,Nagaland,2022,1,Peren,5881,North-Eastern Region
3449,Nagaland,2022,1,Kiphire,5368,North-Eastern Region
3450,Nagaland,2022,2,Dimapur,131738,North-Eastern Region
3451,Nagaland,2022,2,Kohima,52343,North-Eastern Region
3452,Nagaland,2022,2,Mon,23037,North-Eastern Region
3453,Nagaland,2022,2,Mokokchung,22136,North-Eastern Region
3454,Nagaland,2022,2,Wokha,13417,North-Eastern Region
3455,Nagaland,2022,2,Tuensang,12747,North-Eastern Region
3456,Nagaland,2022,2,Phek,11005,North-Eastern Region
3457,Nagaland,2022,2,Zunheboto,8753,North-Eastern Region
3458,Nagaland,2022,2,Peren,6212,North-Eastern Region
3459,Nagaland,2022,2,Kiphire,5687,North-Eastern Region
3460,Nagaland,2022,3,Dimapur,139011,North-Eastern Region
3461,Nagaland,2022,3,Kohima,55046,North-Eastern Region
3462,Nagaland,2022,3,Mon,24237,North-Eastern Region
3463,Nagaland,2022,3,Mokokchung,23192,North-Eastern Region
3464,Nagaland,2022,3,Wokha,14092,North-Eastern Region
3465,Nagaland,2022,3,Tuensang,13393,North-Eastern Region
3466,Nagaland,2022,3,Phek,11494,North-Eastern Region
3467,Nagaland,2022,3,Zunheboto,9128,North-Eastern Region
3468,Nagaland,2022,3,Peren,6534,North-Eastern Region
3469,Nagaland,2022,3,Kiphire,5963,North-Eastern Region
3470,Nagaland,2022,4,Dimapur,145923,North-Eastern Region
3471,Nagaland,2022,4,Kohima,57592,North-Eastern Region
3472,Nagaland,2022,4,Mon,25340,North-Eastern Region
3473,Nagaland,2022,4,Mokokchung,24045,North-Eastern Region
3474,Nagaland,2022,4,Wokha,14702,North-Eastern Region
3475,Nagaland,2022,4,Tuensang,13900,North-Eastern Region
3476,Nagaland,2022,4,Phek,11847,North-Eastern Region
3477,Nagaland,2022,4,Zunheboto,9422,North-Eastern Region
3478,Nagaland,2022,4,Peren,6750,North-Eastern Region
3479,Nagaland,2022,4,Kiphire,6211,North-Eastern Region
3480,Odisha,2018,1,Khordha,308390,Eastern Region
3481,Odisha,2018,1,Cuttack,135972,Eastern Region
3482,Odisha,2018,1,Ganjam,126158,Eastern Region
3483,Odisha,2018,1,Baleshwar,100919,Eastern Region
3484,Odisha,2018,1,Jajapur,81133,Eastern Region
3485,Odisha,2018,1,Sundargarh,75201,Eastern Region
3486,Odisha,2018,1,Puri,69923,Eastern Region
3487,Odisha,2018,1,Kendujhar,58968,Eastern Region
3488,Odisha,2018,1,Bhadrak,58050,Eastern Region
3489,Odisha,2018,1,Anugul,56617,Eastern Region
3490,Odisha,2018,2,Khordha,406689,Eastern Region
3491,Odisha,2018,2,Cuttack,187723,Eastern Region
3492,Odisha,2018,2,Ganjam,169386,Eastern Region
3493,Odisha,2018,2,Baleshwar,139968,Eastern Region
3494,Odisha,2018,2,Jajapur,114580,Eastern Region
3495,Odisha,2018,2,Sundargarh,102838,Eastern Region
3496,Odisha,2018,2,Puri,97920,Eastern Region
3497,Odisha,2018,2,Kendujhar,83050,Eastern Region
3498,Odisha,2018,2,Bhadrak,81249,Eastern Region
3499,Odisha,2018,2,Anugul,76885,Eastern Region
3500,Odisha,2018,3,Khordha,499472,Eastern Region
3501,Odisha,2018,3,Cuttack,239067,Eastern Region
3502,Odisha,2018,3,Ganjam,217114,Eastern Region
3503,Odisha,2018,3,Baleshwar,180370,Eastern Region
3504,Odisha,2018,3,Jajapur,149049,Eastern Region
3505,Odisha,2018,3,Sundargarh,130288,Eastern Region
3506,Odisha,2018,3,Puri,124859,Eastern Region
3507,Odisha,2018,3,Kendujhar,108387,Eastern Region
3508,Odisha,2018,3,Bhadrak,105030,Eastern Region
3509,Odisha,2018,3,Anugul,97856,Eastern Region
3510,Odisha,2018,4,Khordha,626645,Eastern Region
3511,Odisha,2018,4,Cuttack,310337,Eastern Region
