,State,Year,Quarter,District,Registered_users,Region
401,Assam,2018,1,Dibrugarh,21182,North-Eastern Region
402,Assam,2018,1,Barpeta,20485,North-Eastern Region
403,Assam,2018,1,Nagaon,19619,North-Eastern Region
404,Assam,2018,1,Cachar,19567,North-Eastern Region
405,Assam,2018,1,Sonitpur,18986,North-Eastern Region
406,Assam,2018,1,Jorhat,16442,North-Eastern Region
407,Assam,2018,1,Tinsukia,15998,North-Eastern Region
408,Assam,2018,1,Kamrup,15241,North-Eastern Region
409,Assam,2018,1,Dhubri,11421,North-Eastern Region
410,Assam,2018,2,Kamrup Metropolitan,124720,North-Eastern Region
411,Assam,2018,2,Dibrugarh,30527,North-Eastern Region
412,Assam,2018,2,Barpeta,29882,North-Eastern Region
413,Assam,2018,2,Nagaon,29412,North-Eastern Region
414,Assam,2018,2,Cachar,29381,North-Eastern Region
415,Assam,2018,2,Sonitpur,28409,North-Eastern Region
416,Assam,2018,2,Tinsukia,23900,North-Eastern Region
417,Assam,2018,2,Jorhat,23683,North-Eastern Region
418,Assam,2018,2,Kamrup,23595,North-Eastern Region
419,Assam,2018,2,Dhubri,16701,North-Eastern Region
420,Assam,2018,3,Kamrup Metropolitan,164101,North-Eastern Region
421,Assam,2018,3,Barpeta,41158,North-Eastern Region
422,Assam,2018,3,Cachar,40888,North-Eastern Region
423,Assam,2018,3,Dibrugarh,40711,North-Eastern Region
424,Assam,2018,3,Nagaon,40687,North-Eastern Region
425,Assam,2018,3,Sonitpur,38797,North-Eastern Region
426,Assam,2018,3,Kamrup,33197,North-Eastern Region
427,Assam,2018,3,Tinsukia,32870,North-Eastern Region
428,Assam,2018,3,Jorhat,32134,North-Eastern Region
429,Assam,2018,3,Dhubri,22705,North-Eastern Region
430,Assam,2018,4,Kamrup Metropolitan,214212,North-Eastern Region
431,Assam,2018,4,Barpeta,55068,North-Eastern Region
432,Assam,2018,4,Nagaon,54395,North-Eastern Region
433,Assam,2018,4,Cachar,53209,North-Eastern Region
434,Assam,2018,4,Dibrugarh,52539,North-Eastern Region
435,Assam,2018,4,Sonitpur,51420,North-Eastern Region
436,Assam,2018,4,Kamrup,44868,North-Eastern Region
437,Assam,2018,4,Tinsukia,42624,North-Eastern Region
438,Assam,2018,4,Jorhat,41100,North-Eastern Region
439,Assam,2018,4,Dhubri,30132,North-Eastern Region
440,Assam,2019,1,Kamrup Metropolitan,255112,North-Eastern Region
441,Assam,2019,1,Barpeta,67729,North-Eastern Region
442,Assam,2019,1,Nagaon,66306,North-Eastern Region
443,Assam,2019,1,Cachar,64241,North-Eastern Region
444,Assam,2019,1,Dibrugarh,62656,North-Eastern Region
445,Assam,2019,1,Sonitpur,62218,North-Eastern Region
446,Assam,2019,1,Kamrup,54910,North-Eastern Region
447,Assam,2019,1,Tinsukia,51108,North-Eastern Region
448,Assam,2019,1,Jorhat,48594,North-Eastern Region
449,Assam,2019,1,Dhubri,36652,North-Eastern Region
450,Assam,2019,2,Kamrup Metropolitan,299219,North-Eastern Region
451,Assam,2019,2,Barpeta,80544,North-Eastern Region
452,Assam,2019,2,Nagaon,79322,North-Eastern Region
453,Assam,2019,2,Cachar,76533,North-Eastern Region
454,Assam,2019,2,Dibrugarh,74342,North-Eastern Region
455,Assam,2019,2,Sonitpur,73717,North-Eastern Region
456,Assam,2019,2,Kamrup,65883,North-Eastern Region
457,Assam,2019,2,Tinsukia,60548,North-Eastern Region
458,Assam,2019,2,Jorhat,56713,North-Eastern Region
459,Assam,2019,2,Dhubri,43396,North-Eastern Region
460,Assam,2019,3,Kamrup Metropolitan,340588,North-Eastern Region
461,Assam,2019,3,Nagaon,100993,North-Eastern Region
462,Assam,2019,3,Barpeta,92001,North-Eastern Region
463,Assam,2019,3,Cachar,88048,North-Eastern Region
464,Assam,2019,3,Dibrugarh,84029,North-Eastern Region
465,Assam,2019,3,Sonitpur,83930,North-Eastern Region
466,Assam,2019,3,Kamrup,75174,North-Eastern Region
467,Assam,2019,3,Tinsukia,68999,North-Eastern Region
468,Assam,2019,3,Jorhat,63858,North-Eastern Region
469,Assam,2019,3,Dhubri,48953,North-Eastern Region
470,Assam,2019,4,Kamrup Metropolitan,373761,North-Eastern Region
471,Assam,2019,4,Nagaon,114296,North-Eastern Region
472,Assam,2019,4,Barpeta,103248,North-Eastern Region
473,Assam,2019,4,Cachar,98890,North-Eastern Region
474,Assam,2019,4,Sonitpur,93662,North-Eastern Region
475,Assam,2019,4,Dibrugarh,93614,North-Eastern Region
476,Assam,2019,4,Kamrup,84609,North-Eastern Region
477,Assam,2019,4,Tinsukia,76944,North-Eastern Region
478,Assam,2019,4,Jorhat,70809,North-Eastern Region
479,Assam,2019,4,Golaghat,54950,North-Eastern Region
480,Assam,2020,1,Kamrup Metropolitan,412013,North-Eastern Region
481,Assam,2020,1,Nagaon,129371,North-Eastern Region
482,Assam,2020,1,Barpeta,116286,North-Eastern Region
483,Assam,2020,1,Cachar,111470,North-Eastern Region
484,Assam,2020,1,Sonitpur,105050,North-Eastern Region
485,Assam,2020,1,Dibrugarh,104663,North-Eastern Region
486,Assam,2020,1,Kamrup,95973,North-Eastern Region
487,Assam,2020,1,Tinsukia,86763,North-Eastern Region
488,Assam,2020,1,Jorhat,78731,North-Eastern Region
489,Assam,2020,1,Dhubri,62477,North-Eastern Region
490,Assam,2020,2,Kamrup Metropolitan,457023,North-Eastern Region
491,Assam,2020,2,Nagaon,151932,North-Eastern Region
492,Assam,2020,2,Barpeta,135525,North-Eastern Region
493,Assam,2020,2,Cachar,129067,North-Eastern Region
494,Assam,2020,2,Sonitpur,121435,North-Eastern Region
495,Assam,2020,2,Dibrugarh,121028,North-Eastern Region
496,Assam,2020,2,Kamrup,112992,North-Eastern Region
497,Assam,2020,2,Tinsukia,101864,North-Eastern Region
498,Assam,2020,2,Jorhat,90601,North-Eastern Region
499,Assam,2020,2,Dhubri,76285,North-Eastern Region
500,Assam,2020,3,Kamrup Metropolitan,499403,North-Eastern Region
501,Assam,2020,3,Nagaon,168903,North-Eastern Region
502,Assam,2020,3,Barpeta,150166,North-Eastern Region
503,Assam,2020,3,Cachar,143851,North-Eastern Region
504,Assam,2020,3,Dibrugarh,134339,North-Eastern Region
505,Assam,2020,3,Sonitpur,134006,North-Eastern Region
506,Assam,2020,3,Kamrup,124944,North-Eastern Region
507,Assam,2020,3,Tinsukia,113239,North-Eastern Region
508,Assam,2020,3,Jorhat,99517,North-Eastern Region
509,Assam,2020,3,Dhubri,84816,North-Eastern Region
510,Assam,2020,4,Kamrup Metropolitan,546458,North-Eastern Region
511,Assam,2020,4,Nagaon,185101,North-Eastern Region
512,Assam,2020,4,Barpeta,164341,North-Eastern Region
513,Assam,2020,4,Cachar,158821,North-Eastern Region
514,Assam,2020,4,Dibrugarh,147001,North-Eastern Region
515,Assam,2020,4,Sonitpur,146796,North-Eastern Region
516,Assam,2020,4,Kamrup,136799,North-Eastern Region
517,Assam,2020,4,Tinsukia,124067,North-Eastern Region
518,Assam,2020,4,Jorhat,108380,North-Eastern Region
519,Assam,2020,4,Dhubri,93699,North-Eastern Region
520,Assam,2021,1,Kamrup Metropolitan,589688,North-Eastern Region
521,Assam,2021,1,Nagaon,200243,North-Eastern Region
522,Assam,2021,1,Barpeta,177789,North-Eastern Region
523,Assam,2021,1,Cachar,172056,North-Eastern Region
524,Assam,2021,1,Sonitpur,158555,North-Eastern Region
525,Assam,2021,1,Dibrugarh,158509,North-Eastern Region
526,Assam,2021,1,Kamrup,147671,North-Eastern Region
527,Assam,2021,1,Tinsukia,134067,North-Eastern Region
528,Assam,2021,1,Jorhat,116616,North-Eastern Region
529,Assam,2021,1,Dhubri,101643,North-Eastern Region
530,Assam,2021,2,Kamrup Metropolitan,630676,North-Eastern Region
531,Assam,2021,2,Nagaon,215750,North-Eastern Region
532,Assam,2021,2,Barpeta,191700,North-Eastern Region
533,Assam,2021,2,Cachar,185350,North-Eastern Region
534,Assam,2021,2,Dibrugarh,170604,North-Eastern Region
535,Assam,2021,2,Sonitpur,170519,North-Eastern Region
536,Assam,2021,2,Kamrup,159018,North-Eastern Region
537,Assam,2021,2,Tinsukia,144571,North-Eastern Region
538,Assam,2021,2,Jorhat,125247,North-Eastern Region
539,Assam,2021,2,Dhubri,109873,North-Eastern Region
540,Assam,2021,3,Kamrup Metropolitan,677223,North-Eastern Region
541,Assam,2021,3,Nagaon,233909,North-Eastern Region
542,Assam,2021,3,Barpeta,207997,North-Eastern Region
543,Assam,2021,3,Cachar,200721,North-Eastern Region
544,Assam,2021,3,Sonitpur,184448,North-Eastern Region
545,Assam,2021,3,Dibrugarh,184280,North-Eastern Region
546,Assam,2021,3,Kamrup,172652,North-Eastern Region
547,Assam,2021,3,Tinsukia,156657,North-Eastern Region
548,Assam,2021,3,Jorhat,135179,North-Eastern Region
549,Assam,2021,3,Dhubri,119554,North-Eastern Region
550,Assam,2021,4,Kamrup Metropolitan,723960,North-Eastern Region
551,Assam,2021,4,Nagaon,251340,North-Eastern Region
552,Assam,2021,4,Barpeta,223375,North-Eastern Region
553,Assam,2021,4,Cachar,215876,North-Eastern Region
554,Assam,2021,4,Sonitpur,198091,North-Eastern Region
555,Assam,2021,4,Dibrugarh,197521,North-Eastern Region
556,Assam,2021,4,Kamrup,185421,North-Eastern Region
557,Assam,2021,4,Tinsukia,168240,North-Eastern Region
558,Assam,2021,4,Jorhat,145111,North-Eastern Region
559,Assam,2021,4,Dhubri,128621,North-Eastern Region
560,Assam,2022,1,Kamrup Metropolitan,767859,North-Eastern Region
561,Assam,2022,1,Nagaon,268636,North-Eastern Region
562,Assam,2022,1,Barpeta,238871,North-Eastern Region
563,Assam,2022,1,Cachar,230089,North-Eastern Region
564,Assam,2022,1,Sonitpur,211236,North-Eastern Region
565,Assam,2022,1,Dibrugarh,210525,North-Eastern Region
566,Assam,2022,1,Kamrup,198189,North-Eastern Region
567,Assam,2022,1,Tinsukia,179301,North-Eastern Region
568,Assam,2022,1,Jorhat,154589,North-Eastern Region
569,Assam,2022,1,Dhubri,137698,North-Eastern Region
570,Assam,2022,2,Kamrup Metropolitan,810057,North-Eastern Region
571,Assam,2022,2,Nagaon,284558,North-Eastern Region
572,Assam,2022,2,Barpeta,253194,North-Eastern Region
573,Assam,2022,2,Cachar,243727,North-Eastern Region
574,Assam,2022,2,Sonitpur,223514,North-Eastern Region
575,Assam,2022,2,Dibrugarh,222494,North-Eastern Region
576,Assam,2022,2,Kamrup,210048,North-Eastern Region
577,Assam,2022,2,Tinsukia,189633,North-Eastern Region
578,Assam,2022,2,Jorhat,163307,North-Eastern Region
579,Assam,2022,2,Dhubri,146304,North-Eastern Region
580,Assam,2022,3,Kamrup Metropolitan,854019,North-Eastern Region
581,Assam,2022,3,Nagaon,300653,North-Eastern Region
582,Assam,2022,3,Barpeta,267667,North-Eastern Region
583,Assam,2022,3,Cachar,257370,North-Eastern Region
584,Assam,2022,3,Sonitpur,235752,North-Eastern Region
585,Assam,2022,3,Dibrugarh,234149,North-Eastern Region
586,Assam,2022,3,Kamrup,221721,North-Eastern Region
587,Assam,2022,3,Tinsukia,199942,North-Eastern Region
588,Assam,2022,3,Jorhat,171824,North-Eastern Region
589,Assam,2022,3,Dhubri,154896,North-Eastern Region
590,Assam,2022,4,Kamrup Metropolitan,897245,North-Eastern Region
591,Assam,2022,4,Nagaon,314901,North-Eastern Region
592,Assam,2022,4,Barpeta,280479,North-Eastern Region
593,Assam,2022,4,Cachar,269556,North-Eastern Region
594,Assam,2022,4,Sonitpur,246327,North-Eastern Region
595,Assam,2022,4,Dibrugarh,244755,North-Eastern Region
596,Assam,2022,4,Kamrup,231849,North-Eastern Region
597,Assam,2022,4,Tinsukia,209247,North-Eastern Region
598,Assam,2022,4,Jorhat,179437,North-Eastern Region
599,Assam,2022,4,Dhubri,162126,North-Eastern Region
600,Bihar,2018,1,Patna,425009,Eastern Region
601,Bihar,2018,1,Muzaffarpur,125298,Eastern Region
602,Bihar,2018,1,Gaya,91015,Eastern Region
603,Bihar,2018,1,Purbi Champaran,87561,Eastern Region
604,Bihar,2018,1,Samastipur,76068,Eastern Region
605,Bihar,2018,1,Bhagalpur,76063,Eastern Region
606,Bihar,2018,1,Nalanda,75201,Eastern Region
607,Bihar,2018,1,Darbhanga,74414,Eastern Region
608,Bihar,2018,1,Vaishali,67921,Eastern Region
609,Bihar,2018,1,Pashchim Champaran,67656,Eastern Region
610,Bihar,2018,2,Patna,568657,Eastern Region
611,Bihar,2018,2,Muzaffarpur,172315,Eastern Region
612,Bihar,2018,2,Gaya,126422,Eastern Region
613,Bihar,2018,2,Purbi Champaran,125890,Eastern Region
614,Bihar,2018,2,Samastipur,107143,Eastern Region
615,Bihar,2018,2,Bhagalpur,106461,Eastern Region
616,Bihar,2018,2,Darbhanga,105558,Eastern Region
617,Bihar,2018,2,Nalanda,104076,Eastern Region
618,Bihar,2018,2,Pashchim Champaran,97301,Eastern Region
619,Bihar,2018,2,Vaishali,96694,Eastern Region
620,Bihar,2018,3,Patna,684421,Eastern Region
621,Bihar,2018,3,Muzaffarpur,211519,Eastern Region
622,Bihar,2018,3,Purbi Champaran,162122,Eastern Region
623,Bihar,2018,3,Gaya,160375,Eastern Region
624,Bihar,2018,3,Samastipur,134680,Eastern Region
625,Bihar,2018,3,Darbhanga,132803,Eastern Region
626,Bihar,2018,3,Bhagalpur,131270,Eastern Region
627,Bihar,2018,3,Nalanda,128472,Eastern Region
628,Bihar,2018,3,Pashchim Champaran,124955,Eastern Region
629,Bihar,2018,3,Saran,123407,Eastern Region
630,Bihar,2018,4,Patna,826399,Eastern Region
631,Bihar,2018,4,Muzaffarpur,260789,Eastern Region
632,Bihar,2018,4,Purbi Champaran,206934,Eastern Region
633,Bihar,2018,4,Gaya,203926,Eastern Region
634,Bihar,2018,4,Samastipur,169774,Eastern Region
635,Bihar,2018,4,Darbhanga,167302,Eastern Region
636,Bihar,2018,4,Bhagalpur,164162,Eastern Region
637,Bihar,2018,4,Saran,161486,Eastern Region
638,Bihar,2018,4,Pashchim Champaran,161063,Eastern Region
639,Bihar,2018,4,Nalanda,160167,Eastern Region
640,Bihar,2019,1,Patna,964432,Eastern Region
641,Bihar,2019,1,Muzaffarpur,309416,Eastern Region
642,Bihar,2019,1,Purbi Champaran,252394,Eastern Region
643,Bihar,2019,1,Gaya,245773,Eastern Region
644,Bihar,2019,1,Samastipur,204544,Eastern Region
645,Bihar,2019,1,Darbhanga,202521,Eastern Region
646,Bihar,2019,1,Saran,197928,Eastern Region
647,Bihar,2019,1,Pashchim Champaran,197074,Eastern Region
648,Bihar,2019,1,Bhagalpur,195057,Eastern Region
649,Bihar,2019,1,Madhubani,195036,Eastern Region
650,Bihar,2019,2,Patna,1076012,Eastern Region
651,Bihar,2019,2,Muzaffarpur,353459,Eastern Region
652,Bihar,2019,2,Purbi Champaran,292711,Eastern Region
653,Bihar,2019,2,Gaya,281107,Eastern Region
654,Bihar,2019,2,Samastipur,234046,Eastern Region
655,Bihar,2019,2,Darbhanga,232722,Eastern Region
656,Bihar,2019,2,Saran,230068,Eastern Region
657,Bihar,2019,2,Pashchim Champaran,227901,Eastern Region
658,Bihar,2019,2,Madhubani,226202,Eastern Region
659,Bihar,2019,2,Bhagalpur,223725,Eastern Region
660,Bihar,2019,3,Patna,1180262,Eastern Region
661,Bihar,2019,3,Muzaffarpur,396343,Eastern Region
662,Bihar,2019,3,Purbi Champaran,330361,Eastern Region
663,Bihar,2019,3,Gaya,315649,Eastern Region
664,Bihar,2019,3,Samastipur,262875,Eastern Region
665,Bihar,2019,3,Darbhanga,262421,Eastern Region
666,Bihar,2019,3,Saran,260966,Eastern Region
667,Bihar,2019,3,Pashchim Champaran,256491,Eastern Region
668,Bihar,2019,3,Madhubani,255761,Eastern Region
669,Bihar,2019,3,Bhagalpur,249214,Eastern Region
670,Bihar,2019,4,Patna,1289426,Eastern Region
671,Bihar,2019,4,Muzaffarpur,445815,Eastern Region
672,Bihar,2019,4,Purbi Champaran,378861,Eastern Region
673,Bihar,2019,4,Gaya,356225,Eastern Region
674,Bihar,2019,4,Samastipur,297942,Eastern Region
675,Bihar,2019,4,Saran,297022,Eastern Region
676,Bihar,2019,4,Darbhanga,296008,Eastern Region
677,Bihar,2019,4,Pashchim Champaran,293867,Eastern Region
678,Bihar,2019,4,Madhubani,291613,Eastern Region
679,Bihar,2019,4,Bhagalpur,279580,Eastern Region
680,Bihar,2020,1,Patna,1397342,Eastern Region
681,Bihar,2020,1,Muzaffarpur,498548,Eastern Region
682,Bihar,2020,1,Purbi Champaran,431458,Eastern Region
683,Bihar,2020,1,Gaya,398678,Eastern Region
684,Bihar,2020,1,Saran,335039,Eastern Region
685,Bihar,2020,1,Samastipur,334935,Eastern Region
686,Bihar,2020,1,Pashchim Champaran,334931,Eastern Region
687,Bihar,2020,1,Darbhanga,332707,Eastern Region
688,Bihar,2020,1,Madhubani,328630,Eastern Region
689,Bihar,2020,1,Vaishali,312949,Eastern Region
690,Bihar,2020,2,Patna,1506233,Eastern Region
691,Bihar,2020,2,Muzaffarpur,558435,Eastern Region
692,Bihar,2020,2,Purbi Champaran,505364,Eastern Region
693,Bihar,2020,2,Gaya,447895,Eastern Region
694,Bihar,2020,2,Pashchim Champaran,390547,Eastern Region
695,Bihar,2020,2,Samastipur,381913,Eastern Region
696,Bihar,2020,2,Saran,381281,Eastern Region
697,Bihar,2020,2,Darbhanga,379555,Eastern Region
698,Bihar,2020,2,Madhubani,379217,Eastern Region
699,Bihar,2020,2,Bhagalpur,352316,Eastern Region
700,Bihar,2020,3,Patna,1625305,Eastern Region
701,Bihar,2020,3,Muzaffarpur,617383,Eastern Region
702,Bihar,2020,3,Purbi Champaran,570592,Eastern Region
703,Bihar,2020,3,Gaya,493207,Eastern Region
704,Bihar,2020,3,Pashchim Champaran,435319,Eastern Region
705,Bihar,2020,3,Madhubani,425154,Eastern Region
706,Bihar,2020,3,Saran,424821,Eastern Region
707,Bihar,2020,3,Samastipur,424696,Eastern Region
708,Bihar,2020,3,Darbhanga,424611,Eastern Region
709,Bihar,2020,3,Vaishali,391002,Eastern Region
710,Bihar,2020,4,Patna,1752007,Eastern Region
711,Bihar,2020,4,Muzaffarpur,673397,Eastern Region
712,Bihar,2020,4,Purbi Champaran,627214,Eastern Region
713,Bihar,2020,4,Gaya,538319,Eastern Region
714,Bihar,2020,4,Pashchim Champaran,476717,Eastern Region
715,Bihar,2020,4,Saran,467918,Eastern Region
716,Bihar,2020,4,Madhubani,467849,Eastern Region
717,Bihar,2020,4,Darbhanga,467317,Eastern Region
718,Bihar,2020,4,Samastipur,466536,Eastern Region
719,Bihar,2020,4,Bhagalpur,428157,Eastern Region
720,Bihar,2021,1,Patna,1881439,Eastern Region
721,Bihar,2021,1,Muzaffarpur,728384,Eastern Region
722,Bihar,2021,1,Purbi Champaran,681660,Eastern Region
723,Bihar,2021,1,Gaya,581376,Eastern Region
724,Bihar,2021,1,Pashchim Champaran,517219,Eastern Region
725,Bihar,2021,1,Saran,507177,Eastern Region
726,Bihar,2021,1,Darbhanga,506381,Eastern Region
727,Bihar,2021,1,Madhubani,506293,Eastern Region
728,Bihar,2021,1,Samastipur,505806,Eastern Region
729,Bihar,2021,1,Vaishali,463655,Eastern Region
730,Bihar,2021,2,Patna,2010353,Eastern Region
731,Bihar,2021,2,Muzaffarpur,781251,Eastern Region
732,Bihar,2021,2,Purbi Champaran,733817,Eastern Region
733,Bihar,2021,2,Gaya,624010,Eastern Region
734,Bihar,2021,2,Pashchim Champaran,556408,Eastern Region
735,Bihar,2021,2,Saran,544975,Eastern Region
736,Bihar,2021,2,Samastipur,543782,Eastern Region
737,Bihar,2021,2,Darbhanga,543496,Eastern Region
738,Bihar,2021,2,Madhubani,543493,Eastern Region
739,Bihar,2021,2,Vaishali,497933,Eastern Region
740,Bihar,2021,3,Patna,2156402,Eastern Region
741,Bihar,2021,3,Muzaffarpur,842701,Eastern Region
742,Bihar,2021,3,Purbi Champaran,794120,Eastern Region
743,Bihar,2021,3,Gaya,673356,Eastern Region
744,Bihar,2021,3,Pashchim Champaran,602251,Eastern Region
745,Bihar,2021,3,Saran,588276,Eastern Region
746,Bihar,2021,3,Madhubani,587337,Eastern Region
747,Bihar,2021,3,Samastipur,586990,Eastern Region
748,Bihar,2021,3,Darbhanga,586251,Eastern Region
749,Bihar,2021,3,Vaishali,536933,Eastern Region
750,Bihar,2021,4,Patna,2303852,Eastern Region
751,Bihar,2021,4,Muzaffarpur,903775,Eastern Region
752,Bihar,2021,4,Purbi Champaran,853893,Eastern Region
753,Bihar,2021,4,Gaya,721905,Eastern Region
754,Bihar,2021,4,Pashchim Champaran,647450,Eastern Region
755,Bihar,2021,4,Saran,631469,Eastern Region
756,Bihar,2021,4,Samastipur,630218,Eastern Region
757,Bihar,2021,4,Madhubani,629986,Eastern Region
758,Bihar,2021,4,Darbhanga,628529,Eastern Region
759,Bihar,2021,4,Vaishali,576156,Eastern Region
760,Bihar,2022,1,Patna,2443356,Eastern Region
761,Bihar,2022,1,Muzaffarpur,962924,Eastern Region
762,Bihar,2022,1,Purbi Champaran,912427,Eastern Region
763,Bihar,2022,1,Gaya,769265,Eastern Region
764,Bihar,2022,1,Pashchim Champaran,692182,Eastern Region
765,Bihar,2022,1,Saran,673849,Eastern Region
766,Bihar,2022,1,Samastipur,672508,Eastern Region
767,Bihar,2022,1,Madhubani,672303,Eastern Region
768,Bihar,2022,1,Darbhanga,669850,Eastern Region
769,Bihar,2022,1,Vaishali,614159,Eastern Region
770,Bihar,2022,2,Patna,2577123,Eastern Region
771,Bihar,2022,2,Muzaffarpur,1018560,Eastern Region
772,Bihar,2022,2,Purbi Champaran,967838,Eastern Region
773,Bihar,2022,2,Gaya,814180,Eastern Region
774,Bihar,2022,2,Pashchim Champaran,734476,Eastern Region
775,Bihar,2022,2,Saran,714109,Eastern Region
776,Bihar,2022,2,Samastipur,712626,Eastern Region
777,Bihar,2022,2,Madhubani,711897,Eastern Region
778,Bihar,2022,2,Darbhanga,708828,Eastern Region
779,Bihar,2022,2,Vaishali,650319,Eastern Region
780,Bihar,2022,3,Patna,2716533,Eastern Region
781,Bihar,2022,3,Muzaffarpur,1077200,Eastern Region
782,Bihar,2022,3,Purbi Champaran,1025772,Eastern Region
